id,report_number,origin,sponsor_entity_id,sponsor_id,sponsor_name,sponsor_description,report_type,report_date,election_year,sponsor_address,sponsor_city,sponsor_state,sponsor_zip,sponsor_email,total_unitemized,total_cycle,total_this_report,expenditure_amount,expenditure_description,date_expense_obligated,date_advertising_presented,vendor_name,vendor_address,vendor_city,vendor_state,vendor_zipcode,url,sponsor_location,vendor_location,candidate_name,ballot_name,ballot_number,ballot_type,portion_of_amount,for_or_against,sponsor_phone,candidate_entity_id,candidate_candidacy_id,candidate_committee_id,candidate_filer_id,candidate_last_name,candidate_first_name,candidate_office,candidate_jurisdiction,candidate_party,filer_id,funders_name,date_received,amount,funders_address,funders_city,funders_state,funders_zipcode,funders_location,funders_first_name,funders_occupation,funders_employer,funders_employer_city,funders_employer_state
14075.entity,7090,C6.3 - Identified Entities,33105,969,CITIZENS FOR WORKING COURTS ENTERPRISE WASHINGTON ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-10-26T00:00:00.000,2016,1603 116TH AVE NE #120,BELLEVUE,WA,98004,,0.00,414800.00,254800.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7090'},"{'type': 'Point', 'coordinates': [-122.18576, 47.62528]}",,DAVID LARSON ,,,,254800.00,For,,2540,4131,11105,LARSD  003,LARSON,DAVID,STATE SUPREME COURT JUSTICE,SUPREME COURT,NONE,LARSD  003,,,,,,,,,,,,,
14074.entity,7089,C6.3 - Identified Entities,33144,682,CLARK COUNTY REPUBLICAN CENTRAL COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-10-26T00:00:00.000,2016,PO BOX 205,VANCOUVER,WA,98666,,0.00,17728.81,5639.97,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7089'},"{'type': 'Point', 'coordinates': [-122.62336, 45.64067]}",,GUN-SAM KIM ,,,,2819.98,Against,,26015,4176,10322,KIM G2 606,KIM,GUN-SAM,STATE REPRESENTATIVE,LEG DISTRICT 17 - HOUSE,OTHER,KIM G2 606,,,,,,,,,,,,,
14073.entity,7089,C6.3 - Identified Entities,33144,682,CLARK COUNTY REPUBLICAN CENTRAL COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-10-26T00:00:00.000,2016,PO BOX 205,VANCOUVER,WA,98666,,0.00,17728.81,5639.97,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7089'},"{'type': 'Point', 'coordinates': [-122.62336, 45.64067]}",,VICKI KRAFT ,,,,2819.99,For,,24879,4152,10643,KRAFV  686,KRAFT,VICKI,STATE REPRESENTATIVE,LEG DISTRICT 17 - HOUSE,REPUBLICAN,KRAFV  686,,,,,,,,,,,,,
14072.entity,7088,C6.3 - Identified Entities,33105,969,CITIZENS FOR WORKING COURTS ENTERPRISE WASHINGTON ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-10-26T00:00:00.000,2016,1603 116TH AVE NE #120,BELLEVUE,WA,98004,,0.00,160000.00,160000.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7088'},"{'type': 'Point', 'coordinates': [-122.18576, 47.62528]}",,DAVID LARSON ,,,,160000.00,For,,2540,4131,11105,LARSD  003,LARSON,DAVID,STATE SUPREME COURT JUSTICE,SUPREME COURT,NONE,LARSD  003,,,,,,,,,,,,,
14063.entity,7079,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-10-26T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,236563.36,1579.12,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7079'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,KATRINA ONDRACEK ,,,,789.56,For,,4098,4669,14434,ONDRK  258,ONDRACEK,KATRINA,STATE REPRESENTATIVE,LEG DISTRICT 44 - HOUSE,DEMOCRAT,ONDRK  258,,,,,,,,,,,,,
14062.entity,7079,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-10-26T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,236563.36,1579.12,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7079'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,JOHNNY LOVICK ,,,,789.56,For,,26449,4106,11764,LOVIJ  012,LOVICK,JOHNNY,STATE REPRESENTATIVE,LEG DISTRICT 44 - HOUSE,DEMOCRAT,LOVIJ  012,,,,,,,,,,,,,
14061.entity,7078,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-10-26T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,234984.24,1073.18,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7078'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,KRISTINE REEVES ,,,,536.59,For,,636,4568,16146,REEVK  093,REEVES,KRISTINE,STATE REPRESENTATIVE,LEG DISTRICT 30 - HOUSE,DEMOCRAT,REEVK  093,,,,,,,,,,,,,
14060.entity,7078,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-10-26T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,234984.24,1073.18,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7078'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,MICHAEL PELLICCIOTTI ,,,,536.59,For,,25657,4843,14964,PELLM  093,PELLICCIOTTI,MICHAEL,STATE REPRESENTATIVE,LEG DISTRICT 30 - HOUSE,DEMOCRAT,PELLM  093,,,,,,,,,,,,,
14059.entity,7077,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-10-26T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,233911.06,858.01,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7077'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,MARI KRUGER LEAVITT ,,,,429.01,For,,25649,4149,10716,KRUGM2 466,KRUGER LEAVITT,MARI,STATE REPRESENTATIVE,LEG DISTRICT 28 - HOUSE,DEMOCRAT,KRUGM2 466,,,,,,,,,,,,,
14058.entity,7077,C6.3 - Identified Entities,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-10-26T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,,0.00,233911.06,858.01,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7077'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}",,CHRISTINE KILDUFF ,,,,429.00,For,,39,4173,10359,KILDC  466,KILDUFF,CHRISTINE,STATE REPRESENTATIVE,LEG DISTRICT 28 - HOUSE,DEMOCRAT,KILDC  466,,,,,,,,,,,,,
14050.entity,7072,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-10-26T00:00:00.000,2016,1402 THIRD AVE SUITE 310,SEATTLE,WA,98101,,0.00,23961.10,57.54,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7072'},"{'type': 'Point', 'coordinates': [-122.33679, 47.60909]}",,STEPHEN LITZOW ,,,,57.54,Against,,30360,4113,11567,LITZS  040,LITZOW,STEPHEN,STATE SENATOR,LEG DISTRICT 41 - SENATE,REPUBLICAN,LITZS  040,,,,,,,,,,,,,
14047.entity,7067,C6.3 - Identified Entities,33675,972,MILLENNIALS FOR A VIBRANT PIERCE COUNTY ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-10-26T00:00:00.000,2016,PO BOX 1645,TACOMA,WA,98401,,0.00,1000.00,1000.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7067'},"{'type': 'Point', 'coordinates': [-122.43646, 47.25328]}",,CAROLYN EDMONDS ,,,,250.00,For,,3905,4393,5395,EDMOC  422,EDMONDS,CAROLYN,COUNTY COUNCIL MEMBER,PIERCE CO,DEMOCRAT,EDMOC  422,,,,,,,,,,,,,
14046.entity,7067,C6.3 - Identified Entities,33675,972,MILLENNIALS FOR A VIBRANT PIERCE COUNTY ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-10-26T00:00:00.000,2016,PO BOX 1645,TACOMA,WA,98401,,0.00,1000.00,1000.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7067'},"{'type': 'Point', 'coordinates': [-122.43646, 47.25328]}",,RICK TALBERT ,,,,500.00,For,,3816,4253,19280,TALBR  404,TALBERT,RICK,COUNTY EXECUTIVE,PIERCE CO,DEMOCRAT,TALBR  404,,,,,,,,,,,,,
14045.entity,7067,C6.3 - Identified Entities,33675,972,MILLENNIALS FOR A VIBRANT PIERCE COUNTY ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-10-26T00:00:00.000,2016,PO BOX 1645,TACOMA,WA,98401,,0.00,1000.00,1000.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7067'},"{'type': 'Point', 'coordinates': [-122.43646, 47.25328]}",,LINDA FARMER ,,,,250.00,For,,3885,4363,6050,FARML  498,FARMER,LINDA,COUNTY COUNCIL MEMBER,PIERCE CO,DEMOCRAT,FARML  498,,,,,,,,,,,,,
14044.entity,7066,C6.3 - Identified Entities,34135,389,STAND FOR CHILDREN WA PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-10-26T00:00:00.000,2016,5470 SHILSHOLE AVE NW SUITE 510,SEATTLE,WA,98107,,0.00,489673.59,5000.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7066'},"{'type': 'Point', 'coordinates': [-122.38679, 47.66823]}",,LISA WELLMAN ,,,,5000.00,Against,,30266,4480,20980,WELLL  040,WELLMAN,LISA,STATE SENATOR,LEG DISTRICT 41 - SENATE,DEMOCRAT,WELLL  040,,,,,,,,,,,,,
14043.entity,7065,C6.3 - Identified Entities,34425,138,WASHINGTON STATE REPUBLICAN PARTY ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-10-26T00:00:00.000,2016,11811 NE 1ST ST STE A306,BELLEVUE,WA,98005,,0.00,249365.00,139905.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7065'},"{'type': 'Point', 'coordinates': [-122.18177, 47.61057]}",,DAVID DEWOLF ,,,,46635.00,For,,3919,4413,4964,DEWOD  207,DEWOLF,DAVID,STATE SUPREME COURT JUSTICE,SUPREME COURT,NONE,DEWOD  207,,,,,,,,,,,,,
14042.entity,7065,C6.3 - Identified Entities,34425,138,WASHINGTON STATE REPUBLICAN PARTY ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-10-26T00:00:00.000,2016,11811 NE 1ST ST STE A306,BELLEVUE,WA,98005,,0.00,249365.00,139905.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7065'},"{'type': 'Point', 'coordinates': [-122.18177, 47.61057]}",,DAVID LARSON ,,,,46635.00,For,,2540,4131,11105,LARSD  003,LARSON,DAVID,STATE SUPREME COURT JUSTICE,SUPREME COURT,NONE,LARSD  003,,,,,,,,,,,,,
14041.entity,7065,C6.3 - Identified Entities,34425,138,WASHINGTON STATE REPUBLICAN PARTY ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-10-26T00:00:00.000,2016,11811 NE 1ST ST STE A306,BELLEVUE,WA,98005,,0.00,249365.00,139905.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7065'},"{'type': 'Point', 'coordinates': [-122.18177, 47.61057]}",,GREGORY ZEMPEL ,,,,46635.00,For,,759,4503,22104,ZEMPG  926,ZEMPEL,GREGORY,STATE SUPREME COURT JUSTICE,SUPREME COURT,NONE,ZEMPG  926,,,,,,,,,,,,,
14040.entity,7064,C6.3 - Identified Entities,34301,971,WASHINGTON ANGLERS FOR CONSERVATION PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-10-26T00:00:00.000,2016,"C/O AA BOOKKEEPING, POB 8077",TUMWATER,WA,98509,,0.00,2271.30,2271.30,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7064'},"{'type': 'Point', 'coordinates': [-122.90931, 47.00731]}",,ALISHIA TOPPER ,,,,2271.30,For,,432,4781,19614,TOPPA  666,TOPPER,ALISHIA,STATE REPRESENTATIVE,LEG DISTRICT 49 - HOUSE,DEMOCRAT,TOPPA  666,,,,,,,,,,,,,
14039.entity,7063,C6.3 - Identified Entities,34323,226,WASHINGTON CONSERVATION VOTERS ACTION FUND ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-10-26T00:00:00.000,2016,PO BOX 1907,SEATTLE,WA,98111,,0.00,365469.42,15000.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7063'},"{'type': 'Point', 'coordinates': [-122.33653, 47.60891]}",,STEVEN MCLAUGHLIN ,,,,7500.00,Against,,3684,4055,12825,MCLAS  380,MCLAUGHLIN,STEVEN,PUBLIC LANDS COMMISSIONER,"NATURAL RESOURCES, DEPT OF",REPUBLICAN,MCLAS  380,,,,,,,,,,,,,
14038.entity,7063,C6.3 - Identified Entities,34323,226,WASHINGTON CONSERVATION VOTERS ACTION FUND ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-10-26T00:00:00.000,2016,PO BOX 1907,SEATTLE,WA,98111,,0.00,365469.42,15000.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7063'},"{'type': 'Point', 'coordinates': [-122.33653, 47.60891]}",,HILARY FRANZ ,,,,7500.00,For,,1111,4343,6337,FRANH  110,FRANZ,HILARY,PUBLIC LANDS COMMISSIONER,"NATURAL RESOURCES, DEPT OF",DEMOCRAT,FRANH  110,,,,,,,,,,,,,
14037.entity,7062,C6.3 - Identified Entities,34384,970,WASHINGTON HOSPITALITY ASSOCIATION PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-10-26T00:00:00.000,2016,510 PLUM STREET SE STE 200,OLYMPIA,WA,98501,,0.00,25000.00,25000.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7062'},"{'type': 'Point', 'coordinates': [-122.89244, 47.04444]}",,MARK MULLET ,,,,25000.00,For,,1117,4709,13719,MULLM  027,MULLET,MARK,STATE SENATOR,LEG DISTRICT 05 - SENATE,DEMOCRAT,MULLM  027,,,,,,,,,,,,,
14004.entity,7039,C6.3 - Identified Entities,34056,698,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 926 PUBLIC SERVICE PAC ,"A business, union, group, association, organization, or other person using general treasury funds and/or funds received from others.",Independent Expenditure Ad,2016-10-25T00:00:00.000,2016,"1914 N. 34TH STREET, STE 100",SEATTLE,WA,98103,,0.00,4721.26,1040.27,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7039'},"{'type': 'Point', 'coordinates': [-122.33444, 47.64833]}",,TIMOTHY PROBST ,,,,1040.27,For,,27244,4592,15711,PROBT  686,PROBST,TIMOTHY,STATE SENATOR,LEG DISTRICT 17 - SENATE,OTHER,PROBT  686,,,,,,,,,,,,,
13991.entity,7037,C6.3 - Identified Entities,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-10-25T00:00:00.000,2016,504 14TH AVE SE,OLYMPIA,WA,98501,,0.00,667498.18,87383.92,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7037'},"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}",,LYNDA WILSON ,,,,6880.95,For,,26343,4524,21508,WILSL2 682,WILSON,LYNDA,STATE SENATOR,LEG DISTRICT 17 - SENATE,REPUBLICAN,WILSL2 682,,,,,,,,,,,,,
13992.entity,7037,C6.3 - Identified Entities,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-10-25T00:00:00.000,2016,504 14TH AVE SE,OLYMPIA,WA,98501,,0.00,667498.18,87383.92,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7037'},"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}",,LINDA KOCHMAR ,,,,1794.92,For,,507,4156,10611,KOCHL  003,KOCHMAR,LINDA,STATE REPRESENTATIVE,LEG DISTRICT 30 - HOUSE,REPUBLICAN,KOCHL  003,,,,,,,,,,,,,
13993.entity,7037,C6.3 - Identified Entities,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-10-25T00:00:00.000,2016,504 14TH AVE SE,OLYMPIA,WA,98501,,0.00,667498.18,87383.92,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7037'},"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}",,TERI HICKEL ,,,,1794.92,For,,3810,4245,8737,HICKT  354,HICKEL,TERI,STATE REPRESENTATIVE,LEG DISTRICT 30 - HOUSE,REPUBLICAN,HICKT  354,,,,,,,,,,,,,
13994.entity,7037,C6.3 - Identified Entities,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-10-25T00:00:00.000,2016,504 14TH AVE SE,OLYMPIA,WA,98501,,0.00,667498.18,87383.92,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7037'},"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}",,STEPHEN LITZOW ,,,,4118.88,For,,30360,4113,11567,LITZS  040,LITZOW,STEPHEN,STATE SENATOR,LEG DISTRICT 41 - SENATE,REPUBLICAN,LITZS  040,,,,,,,,,,,,,
13995.entity,7037,C6.3 - Identified Entities,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-10-25T00:00:00.000,2016,504 14TH AVE SE,OLYMPIA,WA,98501,,0.00,667498.18,87383.92,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7037'},"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}",,LYNDA WILSON ,,,,19572.75,For,,26343,4524,21508,WILSL2 682,WILSON,LYNDA,STATE SENATOR,LEG DISTRICT 17 - SENATE,REPUBLICAN,WILSL2 682,,,,,,,,,,,,,
13996.entity,7037,C6.3 - Identified Entities,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-10-25T00:00:00.000,2016,504 14TH AVE SE,OLYMPIA,WA,98501,,0.00,667498.18,87383.92,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7037'},"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}",,GERALD PAINE ,,,,8703.33,For,,4084,4650,14700,PAINGJ 802,PAINE,GERALD,STATE REPRESENTATIVE,LEG DISTRICT 12 - HOUSE,REPUBLICAN,PAINGJ 802,,,,,,,,,,,,,
13997.entity,7037,C6.3 - Identified Entities,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-10-25T00:00:00.000,2016,504 14TH AVE SE,OLYMPIA,WA,98501,,0.00,667498.18,87383.92,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7037'},"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}",,LINDA KOCHMAR ,,,,14968.25,For,,507,4156,10611,KOCHL  003,KOCHMAR,LINDA,STATE REPRESENTATIVE,LEG DISTRICT 30 - HOUSE,REPUBLICAN,KOCHL  003,,,,,,,,,,,,,
13998.entity,7037,C6.3 - Identified Entities,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-10-25T00:00:00.000,2016,504 14TH AVE SE,OLYMPIA,WA,98501,,0.00,667498.18,87383.92,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7037'},"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}",,TERI HICKEL ,,,,14968.25,For,,3810,4245,8737,HICKT  354,HICKEL,TERI,STATE REPRESENTATIVE,LEG DISTRICT 30 - HOUSE,REPUBLICAN,HICKT  354,,,,,,,,,,,,,
13999.entity,7037,C6.3 - Identified Entities,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-10-25T00:00:00.000,2016,504 14TH AVE SE,OLYMPIA,WA,98501,,0.00,667498.18,87383.92,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7037'},"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}",,LYNDA WILSON ,,,,6880.95,For,,26343,4524,21508,WILSL2 682,WILSON,LYNDA,STATE SENATOR,LEG DISTRICT 17 - SENATE,REPUBLICAN,WILSL2 682,,,,,,,,,,,,,
14000.entity,7037,C6.3 - Identified Entities,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-10-25T00:00:00.000,2016,504 14TH AVE SE,OLYMPIA,WA,98501,,0.00,667498.18,87383.92,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7037'},"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}",,STEPHEN LITZOW ,,,,4118.88,For,,30360,4113,11567,LITZS  040,LITZOW,STEPHEN,STATE SENATOR,LEG DISTRICT 41 - SENATE,REPUBLICAN,LITZS  040,,,,,,,,,,,,,
14001.entity,7037,C6.3 - Identified Entities,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-10-25T00:00:00.000,2016,504 14TH AVE SE,OLYMPIA,WA,98501,,0.00,667498.18,87383.92,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7037'},"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}",,LINDA KOCHMAR ,,,,1790.92,For,,507,4156,10611,KOCHL  003,KOCHMAR,LINDA,STATE REPRESENTATIVE,LEG DISTRICT 30 - HOUSE,REPUBLICAN,KOCHL  003,,,,,,,,,,,,,
14002.entity,7037,C6.3 - Identified Entities,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-10-25T00:00:00.000,2016,504 14TH AVE SE,OLYMPIA,WA,98501,,0.00,667498.18,87383.92,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7037'},"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}",,TERI HICKEL ,,,,1790.92,For,,3810,4245,8737,HICKT  354,HICKEL,TERI,STATE REPRESENTATIVE,LEG DISTRICT 30 - HOUSE,REPUBLICAN,HICKT  354,,,,,,,,,,,,,
14003.entity,7038,C6.3 - Identified Entities,33384,968,FRIENDS OF JIMMY PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-10-25T00:00:00.000,2016,1001 COOPER PT. RD. SW #140-222,OLYMPIA,WA,98502,,0.00,1847.30,1015.22,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7038'},"{'type': 'Point', 'coordinates': [-122.94, 47.03887]}",,JAMES (JIM) COOPER ,,,,1015.22,Against,,2628,4994,4203,COOPJ  508,COOPER,JAMES (JIM),COUNTY COMMISSIONER,THURSTON CO,DEMOCRAT,COOPJ  508,,,,,,,,,,,,,
14006.entity,7042,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-10-25T00:00:00.000,2016,1402 THIRD AVE SUITE 310,SEATTLE,WA,98101,,0.00,23903.56,56.66,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7042'},"{'type': 'Point', 'coordinates': [-122.33679, 47.60909]}",,STEPHEN LITZOW ,,,,56.66,Against,,30360,4113,11567,LITZS  040,LITZOW,STEPHEN,STATE SENATOR,LEG DISTRICT 41 - SENATE,REPUBLICAN,LITZS  040,,,,,,,,,,,,,
14007.entity,7043,C6.3 - Identified Entities,33693,958,OUR VOTES COUNT ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-10-25T00:00:00.000,2016,1402 THIRD AVE STE 406,SEATTLE,WA,98101,,0.00,179105.11,345.03,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7043'},"{'type': 'Point', 'coordinates': [-122.33679, 47.60909]}",,LYNDA WILSON ,,,,103.33,Against,,26343,4524,21508,WILSL2 682,WILSON,LYNDA,STATE SENATOR,LEG DISTRICT 17 - SENATE,REPUBLICAN,WILSL2 682,,,,,,,,,,,,,
